1,1,a,0,0,0,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,1,0,0,0,A,0,0,1,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1
0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1
0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0

// 0- free space
// 1- wall
// a- robot's position
// A- goal
