1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1
1,1,1,b,0,0,0,0,0,0,0,0,a,1,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1
1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1
0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
0,0,0,0,0,1,0,1,1,1,1,0,0,B,1,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
A,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1


// 0- free space
// 1- wall
// a, b - robot's position
// A, B - goal
// Map with 2 robots
