0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,1,d,0,0,1,1,1,0,0,1,0,1,e,0
0,0,0,1,0,0,1,1,1,0,0,0,1,A,0,0
c,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,C,1,1
1,1,1,E,0,0,0,0,1,0,0,0,0,1,1,1
1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1
1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1
1,1,b,0,0,0,1,1,1,0,0,0,0,0,1,1
0,0,0,1,0,0,1,1,1,0,0,B,1,0,a,0
0,0,0,1,1,D,0,0,0,0,0,1,1,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0


// 0- free space
// 1- wall
// a, b, c, d, e - robot's position
// A, B, C, D, E - goal
// Map with 5 robots
